LFHD (x);LFHD (y);LFHD (z);RFHD (x);RFHD (y);RFHD (z);LBHD (x);LBHD (y);LBHD (z);RBHD (x);RBHD (y);RBHD (z);C7 (x);C7 (y);C7 (z);T10 (x);T10 (y);T10 (z);CLAV (x);CLAV (y);CLAV (z);STRN (x);STRN (y);STRN (z);RBAK (x);RBAK (y);RBAK (z);LSHO (x);LSHO (y);LSHO (z);LUPA (x);LUPA (y);LUPA (z);LELB (x);LELB (y);LELB (z);LFRM (x);LFRM (y);LFRM (z);LWRA (x);LWRA (y);LWRA (z);LWRB (x);LWRB (y);LWRB (z);LFIN (x);LFIN (y);LFIN (z);RSHO (x);RSHO (y);RSHO (z);RUPA (x);RUPA (y);RUPA (z);RELB (x);RELB (y);RELB (z);RFRM (x);RFRM (y);RFRM (z);RWRA (x);RWRA (y);RWRA (z);RWRB (x);RWRB (y);RWRB (z);RFIN (x);RFIN (y);RFIN (z);LASI (x);LASI (y);LASI (z);RASI (x);RASI (y);RASI (z);LPSI (x);LPSI (y);LPSI (z);RPSI (x);RPSI (y);RPSI (z);LTHI (x);LTHI (y);LTHI (z);LKNE (x);LKNE (y);LKNE (z);LTIB (x);LTIB (y);LTIB (z);LANK (x);LANK (y);LANK (z);LHEE (x);LHEE (y);LHEE (z);LTOE (x);LTOE (y);LTOE (z);RTHI (x);RTHI (y);RTHI (z);RKNE (x);RKNE (y);RKNE (z);RTIB (x);RTIB (y);RTIB (z);RANK (x);RANK (y);RANK (z);RHEE (x);RHEE (y);RHEE (z);RTOE (x);RTOE (y);RTOE (z)
269.098816;874.825867;1711.909546;131.43634;885.050415;1712.023804;265.659271;1037.9025880000002;1689.34082;135.926682;1024.0471189999998;1692.3925780000002;204.914749;1085.893311;1551.007202;209.369141;1147.53064;1197.212036;197.432587;951.714233;1457.1796880000002;217.256516;910.246887;1258.956665;49.91996;1130.074707;1416.894043;391.390961;994.314819;1527.503052;466.686005;1020.003418;1299.6953130000002;517.098755;1097.459717;1177.523682;511.97106900000006;1062.286377;1006.809814;477.603058;1028.125977;930.412537;562.261353;1111.226196;934.74646;508.730347;1039.6303710000002;810.363037;30.168367;975.172974;1516.818481;-73.20015699999999;1034.521484;1283.4803470000002;-98.850098;1041.2421880000002;1173.708008;-96.807907;946.147278;1095.052856;-22.098434;837.842896;1001.884827;-125.523521;887.269226;966.304749;-68.869804;764.3642580000001;891.8255619999999;350.020386;992.829285;931.046326;50.507282;960.960571;979.277039;259.166016;1163.793701;1036.570801;154.9086;1163.310303;1041.580933;399.519287;909.143127;624.7051389999999;364.128204;867.1531980000001;482.187866;357.134186;846.060852;226.582611;334.975189;773.148254;20.171755;270.66107200000005;800.4178469999999;-10.833313;331.943604;584.9863280000001;26.427053000000004;1.5741040000000002;1046.833618;751.928101;58.104279000000005;1140.745361;448.205139;61.4995;1222.211792;303.177521;105.180092;1301.279541;11.310169;160.556244;1358.929199;-10.243134;116.281342;1132.095215;-41.341675
270.084198;874.601501;1710.134277;132.82470700000002;884.722412;1710.906494;267.282074;1037.5998539999998;1688.449097;137.524734;1023.723022;1691.567993;209.55217;1084.098877;1552.564087;210.600632;1147.596069;1196.486084;198.666931;951.775879;1456.449341;218.422775;909.992554;1257.902344;51.252625;1129.880981;1416.174072;392.995392;993.929932;1526.542358;468.050995;1019.511108;1298.623901;518.310913;1096.6442869999998;1176.266113;512.8114009999999;1056.858521;1007.559631;478.891388;1027.107666;929.41864;563.557922;1110.249146;933.648071;510.172424;1038.397217;809.366211;31.738165;974.877319;1516.256592;-71.86927;1034.697632;1283.007446;-97.468239;1041.275391;1173.042603;-95.345253;945.953613;1094.404541;-20.954561;838.082581;1000.87561;-124.496643;887.318237;965.762573;-67.74123399999999;764.574585;890.9364619999999;350.886963;990.091492;931.78186;50.901875;961.026672;978.630249;260.351196;1163.366943;1035.252319;155.89068600000002;1161.059082;1038.809692;398.48642;907.582825;624.5351559999999;363.941772;867.352234;481.601532;356.996307;845.726379;225.13491800000003;335.066284;771.828308;19.342037;271.005615;799.1242679999999;-11.991107;331.724884;583.413757;26.548422;1.881452;1047.7185060000002;751.55835;57.89431;1142.657471;447.902313;61.350208;1226.6813960000002;304.27642799999995;104.908371;1312.154175;15.816581;160.911026;1369.304443;-5.4653730000000005;116.254654;1143.062988;-41.595989
271.811096;874.2020259999999;1709.171387;134.69528200000002;884.5280759999999;1710.277832;268.744781;1037.297729;1687.6221920000005;139.143661;1023.253174;1690.736084;210.619308;1084.10791;1551.354248;211.887482;1147.2346189999998;1195.619019;199.956573;951.410583;1455.578003;219.601242;909.671326;1257.135132;52.675308;1129.482422;1415.622559;394.435242;993.474792;1525.757324;469.525574;1018.7229;1297.7290039999998;519.727173;1095.676636;1175.226807;514.5311280000001;1059.593384;1004.93335;480.367493;1025.770386;928.485229;564.9506230000001;1108.787109;932.483948;511.685791;1036.6834720000002;808.684021;33.233242;974.272278;1515.625366;-70.24189;1034.500854;1282.469849;-96.018913;1041.252808;1172.544556;-94.067802;945.983337;1093.826782;-19.612022;838.289795;999.952942;-123.137009;887.736389;964.847412;-66.358871;765.032166;889.8620609999999;351.09256;990.539368;929.207092;51.291683;960.961365;978.110657;261.535614;1163.032471;1034.297485;157.468781;1162.016357;1039.046143;397.507202;905.531677;624.519287;364.105377;866.986084;481.683014;356.839783;846.30481;224.070511;334.739441;773.107788;17.957152999999998;271.078003;800.896057;-13.265697;331.096558;584.872925;24.996338;2.78001;1048.001587;751.293945;57.469532;1144.493774;448.105469;60.80196;1230.439819;305.598633;104.320129;1321.740356;18.973894;160.490799;1379.159302;-1.5436040000000002;116.353073;1154.064575;-41.718395
273.722351;873.734314;1708.370239;136.339325;883.601624;1709.623291;270.42395;1036.924072;1686.9743649999998;140.932007;1022.656433;1689.8612059999998;212.182861;1083.747559;1550.730835;213.212433;1146.901367;1194.994873;201.284348;951.073425;1454.949707;220.889679;909.252319;1256.473877;54.184837;1129.056274;1415.214111;396.004547;993.012756;1525.04187;471.139954;1017.831299;1297.0407710000002;521.081726;1094.32666;1174.241577;516.107971;1058.112427;1003.795837;481.792023;1024.021851;927.660583;566.460815;1106.861328;931.614075;513.19574;1040.035156;804.54895;34.738628000000006;973.821594;1515.173706;-68.732323;1033.981323;1281.884888;-94.616997;1041.095215;1172.173096;-92.831451;946.152954;1093.075439;-18.476185;839.089478;998.677246;-121.914139;888.301147;964.076294;-65.500999;766.315063;888.0617679999999;351.60742200000004;989.607849;928.129822;51.739422;960.727905;977.744873;262.74462900000003;1162.492065;1033.406738;158.852463;1161.575806;1038.334595;397.326324;903.158936;624.913513;364.102631;866.207153;481.575073;356.626709;848.0048220000001;222.857254;333.965118;776.8398440000001;16.054682;270.74453700000004;804.141846;-15.63249;330.003845;588.466125;21.878471;3.258265;1048.036499;750.697021;56.693748;1144.85498;447.304993;60.313477;1233.75708;306.869019;103.599358;1330.99585;21.975471;159.57960500000002;1388.921021;3.223429;116.125473;1164.789185;-41.796486
275.532349;873.180908;1707.6809079999998;138.487564;883.064697;1709.040527;272.322205;1036.397705;1686.444702;142.621735;1021.804688;1689.662109;213.902496;1083.273071;1550.2751460000002;214.770905;1146.3317869999998;1194.375854;202.845627;950.5;1454.326538;222.24377400000003;908.695313;1255.925659;55.830875;1128.575073;1414.95813;397.698883;992.48584;1524.55896;472.615753;1016.555054;1296.387939;522.615173;1092.714355;1173.38147;517.601501;1056.373779;1002.848145;483.521606;1021.319763;927.414612;568.095642;1104.417603;930.729187;514.630005;1031.810303;806.928772;36.563038;973.341919;1514.986694;-67.180267;1033.724976;1281.707397;-92.931412;1040.85437;1171.816284;-91.577499;946.248108;1092.499268;-17.200295999999998;839.9887699999999;997.073425;-120.702217;889.338135;963.274109;-64.418251;767.9111330000001;886.375916;352.265808;988.455017;926.884644;52.432453;960.372681;977.452881;264.174957;1161.66394;1032.48584;160.440765;1160.811401;1037.657349;397.487;900.534485;625.096558;364.240387;865.1657710000001;481.505676;356.46521;850.5968019999999;221.524261;332.81012000000004;782.622742;13.616867;269.588348;810.5625610000001;-17.925821;328.311127;594.3287349999999;17.786552;3.365814;1048.454712;750.9426269999999;55.748829;1144.678711;446.761658;59.262218;1236.574707;308.269897;102.755592;1340.094604;25.778959;158.45813;1398.561768;8.692658999999999;115.585625;1175.718262;-42.006878
277.677582;872.536987;1707.155396;140.410995;881.9729609999999;1708.735229;274.191193;1035.796997;1686.085571;144.472015;1021.036133;1689.267334;215.72757;1082.67688;1549.927368;216.352417;1145.546387;1193.843384;204.429947;949.710815;1453.789185;223.847595;907.821411;1255.733032;57.586391000000006;1128.0509029999998;1414.792358;399.255493;991.93866;1524.138062;474.040527;1015.336609;1295.675415;524.242554;1090.880737;1172.676514;519.212708;1053.245239;1002.761719;485.306976;1018.341309;927.481934;569.880005;1101.62085;929.91687;516.382996;1028.998657;806.288269;38.367065;972.725647;1514.787598;-65.271683;1033.866943;1281.823242;-91.27243;1040.9116210000002;1171.819702;-90.119156;946.811035;1092.051392;-16.121357;841.07782;995.713562;-119.238869;890.730469;962.649292;-63.602692000000005;769.9744870000001;884.472351;353.702728;985.416504;928.803772;53.345303;959.898926;977.325256;265.51547200000005;1160.841431;1031.814575;161.758362;1158.663452;1035.513916;397.870789;898.0601810000001;625.298584;364.575165;864.257507;481.107513;356.204987;853.9866939999999;219.827011;331.468323;790.111023;11.056247;268.689728;819.117126;-19.655054;325.934784;601.925293;12.909553;3.706227;1048.461182;751.391174;54.56076;1144.874878;447.03759800000006;58.122326;1239.1838380000002;309.610657;101.564415;1348.718018;29.435154;157.136475;1407.80835;14.240169;115.146904;1186.471313;-42.669643
279.729767;871.8937990000001;1706.582886;142.413162;881.287598;1708.143799;276.026672;1035.174927;1685.6467289999998;146.55574;1020.330933;1688.539551;217.593948;1082.001587;1549.608521;218.011932;1144.61731;1193.357422;206.092316;948.777649;1453.299072;225.505936;906.832397;1255.598145;59.4184;1127.3477779999998;1414.645386;400.979065;991.254395;1523.857666;475.77652;1013.566345;1295.411865;525.960999;1088.803467;1171.947632;520.861267;1050.520386;1002.035828;487.171112;1019.977661;925.165894;571.73584;1098.297363;929.385803;518.476868;1029.580811;803.664001;40.134399;971.957642;1514.612061;-63.453503000000005;1033.192505;1281.954956;-89.400139;1041.043823;1172.026855;-88.459396;951.081848;1090.344116;-14.846434;842.7320560000001;994.010925;-118.006973;892.542358;961.733643;-62.635189;772.429504;882.110291;354.43899500000003;984.779419;926.80603;54.434395;959.375183;977.307861;267.106598;1159.705688;1031.101929;163.660202;1158.1716310000002;1035.667969;398.413757;895.9072269999999;625.231506;365.004364;863.5050050000001;480.0277400000001;355.95639;858.253784;218.199081;330.539429;798.819702;8.361563;267.79702799999995;829.226196;-21.555376000000003;321.861755;611.08905;6.822635000000001;4.199349;1047.836426;751.5411379999999;52.997734;1144.28418;446.846436;56.596523;1241.143921;311.462097;100.232742;1357.334351;34.220207;155.914871;1416.772339;20.809128;114.766701;1197.103394;-43.262569
281.63147000000004;871.247375;1705.754517;144.796783;880.386597;1707.8654789999998;277.877808;1034.523682;1685.3105469999998;148.484375;1019.515625;1688.4832760000002;219.567551;1081.145264;1549.295898;220.065857;1143.5991210000002;1192.990967;208.149063;947.755798;1452.928467;227.068634;905.818359;1255.476929;61.326347;1126.094971;1414.3244630000002;402.794739;990.425476;1523.656738;477.34796100000005;1011.828918;1294.942383;527.8291019999999;1086.516602;1171.425781;522.897705;1047.349976;1001.866943;488.877838;1011.604065;926.833191;573.717407;1094.761841;928.750366;520.387817;1025.417725;803.394592;42.040329;971.400574;1514.5727539999998;-61.776245;1033.108154;1282.196777;-87.788361;1041.315552;1172.294067;-86.857887;952.159912;1089.823608;-13.735304;844.2413939999999;992.222961;-116.560593;894.538635;960.826416;-61.723675;775.326416;879.79895;356.125854;981.791809;927.925232;55.867973;958.671997;977.282104;269.005737;1158.387085;1030.488281;165.440842;1155.722168;1034.033447;398.797485;894.0166019999999;625.001221;365.186676;863.35675;478.35867300000007;356.000244;862.9331050000001;216.63539100000003;329.763489;807.765808;5.774617;269.599854;840.27533;-24.048376;317.323761;620.2344360000001;-0.119626;4.712898;1046.742554;751.67041;51.226627;1142.890991;446.739746;55.023514;1242.225342;312.926758;98.969536;1364.83252;38.195240000000005;154.520386;1424.8479;27.143042;114.803337;1207.969238;-43.443504
284.089813;870.324402;1705.957275;146.682724;879.4466550000001;1707.8177489999998;279.826965;1033.8240970000002;1685.1619870000002;150.360291;1018.702271;1688.4739989999998;221.577728;1080.498779;1549.187988;222.276367;1142.193848;1192.446533;210.362396;946.346497;1452.379761;228.85437;904.462524;1255.596802;63.36499;1125.239258;1414.217407;404.823212;989.401123;1523.695801;479.048981;1009.884949;1294.619385;529.850769;1083.945435;1170.87561;524.83551;1044.2092289999998;1001.474121;490.919678;1013.232971;924.633545;575.679199;1090.889282;928.132202;522.052917;1016.343018;805.444092;43.980007;970.690186;1514.5876460000002;-59.820877;1032.704224;1282.438477;-85.935448;1041.969116;1172.741089;-85.509476;952.926758;1089.317017;-12.67327;846.220703;990.255432;-115.224403;896.9556880000001;959.754761;-61.129597;778.572327;876.867126;357.649445;979.781128;927.961548;57.381565;957.471863;977.670837;271.031677;1156.825073;1030.049561;167.607239;1154.6640630000002;1033.767578;399.052887;892.583862;624.528931;365.787872;863.8334960000001;476.875671;355.64898700000003;867.636841;215.015396;329.458435;815.343079;4.567728;269.616852;848.908508;-23.722025;312.458679;627.6711429999999;-6.965845;5.778911;1044.657715;752.058167;49.345299;1140.172241;446.157806;53.53500699999999;1243.074707;314.780334;97.924713;1372.43396;43.622574;153.475021;1432.260376;34.710365;114.792786;1218.52002;-43.472771
286.240662;869.263977;1706.226685;148.983337;878.72052;1708.0877690000002;282.253967;1032.774658;1685.8769530000002;152.502823;1017.639038;1688.6896969999998;223.808701;1079.759033;1549.44165;224.367188;1141.178101;1192.680176;212.456039;945.327026;1452.608765;230.752579;903.15741;1255.814087;65.457817;1124.281616;1414.195557;406.897736;988.386169;1523.7561039999998;481.135681;1007.651306;1294.58252;532.029907;1081.208252;1170.516602;526.852661;1039.870605;1001.467712;492.952911;1009.526611;924.482239;577.753784;1086.365723;927.695801;524.459167;1015.436279;803.556274;45.974491;969.888977;1514.78064;-58.002148;1032.404785;1282.796753;-84.015068;1042.325684;1173.133057;-83.889824;954.558228;1088.446533;-11.753618;848.351868;988.152466;-114.005165;899.423889;958.8479;-60.20533;782.2501219999999;874.176941;359.539063;977.763062;928.737122;59.119694;956.964966;977.530334;273.262268;1155.453979;1030.04248;169.761215;1153.42334;1033.317505;399.736389;892.271484;624.4101559999999;366.039368;864.890198;474.947174;355.464111;871.4420779999999;214.929489;330.245758;820.970398;4.801692;270.35141;856.8081050000001;-21.636953;309.646759;633.735291;-12.918033;6.011933;1043.067261;751.951599;47.038731;1137.990234;446.75326500000006;51.886894;1242.490845;316.48349;96.657944;1379.76709;50.118496;152.599594;1439.169678;43.487988;114.781876;1228.749634;-43.604237
288.398712;868.005432;1707.069336;151.012787;877.1614380000001;1708.93811;284.423737;1031.517212;1686.630859;154.752075;1016.427063;1689.630859;223.2332;1080.196411;1547.902954;226.271652;1140.161865;1193.462402;214.363297;944.306885;1453.386841;232.502075;901.809753;1256.167603;67.737526;1122.5991210000002;1414.231934;409.226898;987.127808;1524.140137;483.040405;1005.3396;1294.513794;534.112305;1078.239624;1170.136108;528.9074099999999;1035.904175;1001.65271;495.01040599999993;1004.819641;924.709839;579.879517;1080.207031;927.098328;526.556885;1009.748352;803.923279;48.029728000000006;969.128662;1515.2696529999998;-56.259834;1031.754272;1283.144165;-82.34831199999999;1042.6247560000002;1173.560669;-82.109146;955.147156;1088.297729;-10.850246;850.712158;986.092896;-113.04277;902.541321;957.78009;-59.701435;786.394104;870.90094;361.570435;977.104919;928.850159;61.313747;955.789917;977.87738;275.256012;1154.2446289999998;1030.240601;171.718704;1153.170166;1033.938232;401.285736;893.642639;625.101501;367.289276;866.4229740000001;475.595062;357.597565;873.696777;215.508163;331.755341;826.7961429999999;4.7686910000000005;272.033051;864.80481;-19.657722;309.902008;640.676025;-16.760855;6.866766;1040.411255;752.5011599999999;44.605991;1134.059204;446.5564269999999;50.685032;1241.766846;318.93634;91.841942;1388.0900880000002;57.628666;152.162704;1444.675171;52.899536;112.323204;1238.595093;-41.391357
290.588715;866.6454470000001;1708.12207;153.36972;875.838013;1709.9149170000003;286.791107;1029.984863;1687.765381;157.097183;1015.029907;1690.515015;228.804382;1077.377197;1551.202148;228.092377;1139.3071289999998;1194.869263;216.186829;943.448364;1454.789429;234.513504;900.57135;1257.103516;70.313293;1122.897949;1415.896484;411.608459;985.777954;1524.763672;484.970306;1002.937317;1294.664795;536.341431;1074.938232;1170.115723;531.120239;1031.825439;1001.734863;497.277771;998.46698;926.084473;582.001587;1076.758667;927.502014;528.447937;999.54248;806.695251;49.987804;968.32489;1515.915405;-53.962711;1031.737915;1284.331299;-79.92594100000001;1043.059082;1174.483643;-81.122101;957.007813;1087.338257;-10.350337;853.201172;983.908203;-111.959831;906.120056;956.564575;-59.18601999999999;791.0526120000001;868.1341550000001;364.391663;975.427368;932.562622;63.619526;954.542725;978.724609;277.025208;1153.461914;1031.765747;173.61080900000002;1152.060425;1034.304321;403.369843;895.96875;625.329651;368.703644;867.401978;477.081909;361.164825;875.599976;217.162643;332.579559;835.208801;4.523399;272.824585;874.193298;-18.554466;310.255737;649.849121;-20.935217;7.455;1037.3022460000002;753.461792;41.910488;1128.960327;446.887299;49.044632;1240.328125;322.306122;95.719658;1390.018555;63.422298;152.24671899999998;1448.403931;62.83807;112.427299;1248.628174;-41.802040000000005
292.789795;865.167603;1709.187622;155.391678;874.52301;1710.814209;288.949158;1028.518066;1688.906372;159.258972;1013.666748;1692.1074219999998;230.809357;1075.939087;1552.187622;229.852417;1138.428223;1196.191895;217.949692;942.565613;1456.107788;236.221725;899.429016;1258.400635;72.90929399999999;1122.424561;1417.283813;413.826752;984.379883;1525.556519;487.415253;1000.114197;1295.714966;538.525208;1071.306152;1170.427368;533.4031980000001;1026.978882;1002.311951;499.163788;988.908875;928.791016;584.412292;1071.455322;928.268616;530.756714;993.108582;807.936096;52.089783;967.297546;1517.130127;-51.710911;1031.16394;1285.48938;-77.83091;1042.927612;1175.451294;-79.299767;958.281189;1087.390991;-9.524206;856.323853;981.598999;-110.92226399999998;910.163513;955.684448;-58.941078000000005;796.1560059999999;865.478577;367.727966;973.651978;939.385376;65.71260799999999;953.293823;980.040955;279.14975;1153.471436;1034.887329;175.183914;1151.327515;1035.245117;405.374176;898.781677;625.492126;369.961029;867.787659;478.816193;363.991394;879.039246;218.44114700000003;332.686737;845.769226;4.651085;273.814728;884.070068;-17.882195;310.244476;660.0947269999999;-25.594063;8.381110000000001;1033.42041;753.8113400000001;39.088703;1122.751099;447.657532;47.888012;1237.190918;325.421783;92.123901;1395.933594;72.01918;153.402206;1450.369385;74.11541;112.633408;1258.44397;-40.833813
295.009918;863.777405;1710.1534420000005;157.672775;873.1029050000001;1712.036743;291.147644;1027.160767;1690.050171;161.482452;1012.379272;1693.02063;233.226105;1074.186401;1553.749023;231.743271;1137.694336;1197.540039;219.843338;941.827881;1457.451416;238.37554900000003;898.091858;1259.998047;75.365463;1121.372681;1418.642822;415.925049;982.808838;1526.679443;489.617432;997.292725;1296.786133;540.679016;1067.405884;1171.025024;535.413818;1021.77655;1003.573425;501.244537;987.517395;928.536926;586.677734;1065.645874;928.980896;532.824768;986.55127;809.178711;54.23767900000001;966.320313;1518.5821529999998;-49.357681;1031.278442;1287.354492;-75.52469599999999;1043.3302;1177.043091;-77.59864;959.969299;1087.491577;-8.866142;859.797119;979.416138;-110.134087;914.61438;955.040649;-58.970657;801.731018;862.4262699999999;370.306519;971.627747;944.335266;67.77960999999999;951.948853;981.4646;281.009186;1152.4198;1037.106689;176.647629;1150.364502;1036.192627;407.149109;900.913208;626.629456;371.317108;868.5786130000001;480.416595;365.474121;885.123108;218.861526;333.088989;855.6430050000001;4.659341;273.832642;894.099487;-17.448420000000002;311.184052;669.632019;-28.280859000000003;8.957033000000001;1029.8376460000002;755.13501;35.974487;1115.959961;449.158417;46.951786;1233.22229;329.862732;94.882828;1396.581299;79.90448;155.139023;1450.482422;86.040092;113.318634;1268.1616210000002;-41.300236
297.24115;862.269531;1711.13208;160.017822;872.026978;1713.072266;293.349548;1025.726318;1691.08313;163.57794199999998;1010.826477;1694.544312;235.72819500000003;1072.825317;1555.306274;233.68251;1136.782715;1198.821899;221.785431;940.912537;1458.7290039999998;240.290237;896.758484;1261.453735;77.72489200000001;1120.758179;1420.4626460000002;418.060455;981.125;1528.051147;491.758606;994.309509;1298.125977;543.018311;1063.3713380000002;1171.906372;537.266296;1011.793396;1007.223633;503.199646;977.639587;931.660095;589.098267;1059.494141;929.863586;534.817444;979.622925;810.7509769999999;56.582802;965.37384;1520.091675;-46.984215;1031.419556;1289.181519;-72.959122;1043.835571;1179.096558;-75.74045600000001;962.010498;1087.88147;-7.843594;863.839417;977.368469;-109.1455;919.407776;954.45105;-59.058693000000005;807.956238;859.882996;372.945709;969.572693;949.728943;70.234131;950.74115;983.532959;282.77121;1151.200806;1039.384888;178.082352;1149.4221189999998;1037.294312;408.764374;901.818665;628.355652;373.21875;871.11084;480.69479400000006;366.315796;892.651001;218.731613;333.96814;864.611511;4.45335;274.304443;903.693298;-17.383846;312.37332200000003;678.7169190000001;-30.002245;8.787808;1026.845947;755.316162;32.579025;1106.988647;450.039032;45.736046;1227.141602;333.571136;95.792229;1396.297363;87.62105600000001;157.628036;1448.672729;98.608208;113.880829;1277.611084;-40.275558
303.126953;860.189209;1713.875977;161.992401;870.300232;1714.319824;295.465973;1024.3376460000002;1692.178955;165.76036100000002;1009.537476;1695.913452;237.975983;1071.906982;1556.569214;235.758331;1136.0471189999998;1200.1247560000002;223.864029;940.172974;1460.02771;242.233932;895.4489140000001;1263.049072;80.036507;1120.202637;1422.261841;419.930084;979.288574;1529.454346;493.931549;991.409851;1299.479736;545.31604;1059.282715;1172.956299;539.4679570000001;1006.379028;1008.749695;505.253601;971.519958;933.491394;591.478882;1052.901367;931.163513;536.861145;972.358276;812.467041;58.906441;964.721375;1521.561523;-44.636017;1031.474609;1290.829346;-70.427559;1044.334839;1181.0991210000002;-73.736053;963.914246;1088.580933;-7.174473;867.9464109999999;975.24054;-108.259277;924.360535;953.927734;-59.447002000000005;814.621277;856.762268;375.554352;965.487305;958.465393;72.095764;950.076721;985.042419;284.564362;1150.358887;1041.885376;179.09288;1146.457886;1036.437012;410.75177;901.996155;629.79834;375.336273;874.834473;480.002258;367.240295;900.3992310000001;218.145905;334.460724;874.4661869999999;4.0133730000000005;275.079285;914.286926;-16.272157999999997;312.78183;688.4882200000001;-31.226704;8.790171;1022.733337;756.610901;30.017603;1097.254517;450.233643;44.373940000000005;1219.825806;337.422058;96.313293;1396.015625;98.238998;159.910889;1445.908813;111.374352;114.313614;1286.63855;-38.947536
304.965332;858.9519039999999;1714.617798;164.311371;869.2956539999999;1715.211548;297.489532;1023.088562;1693.350098;167.775909;1008.300049;1697.181641;240.255661;1071.228882;1557.7052;237.728027;1135.356689;1201.3967289999998;225.836563;939.478699;1461.295166;243.928589;894.324219;1264.565552;82.327164;1119.5158689999998;1423.915894;421.568024;977.789001;1530.688843;496.246613;988.14502;1301.150635;547.756897;1055.071777;1174.013062;541.579834;1000.984192;1010.048279;507.476868;969.30127;933.647034;593.9746700000001;1046.225342;932.220459;538.830933;964.77002;814.304626;61.046478;963.865112;1523.176636;-42.030201;1031.209717;1292.585205;-68.08033;1044.644897;1182.907837;-71.821686;966.050415;1089.087036;-6.422115;872.259766;973.262146;-107.344666;929.572144;953.893677;-59.535793000000005;821.533325;854.088684;377.454987;964.6604;960.28772;74.56572;949.429443;986.584473;285.942474;1148.9609380000002;1042.946045;180.364868;1145.860718;1037.5571289999998;412.93399;902.82489;630.590088;377.406433;879.282593;479.421814;368.225525;908.012634;217.651672;334.797058;884.9504390000001;3.977135;275.037872;924.644653;-16.24943;313.104187;698.582886;-32.392723;8.956745;1018.186584;756.794617;27.763245;1087.06897;450.418335;43.178734000000006;1211.5471189999998;341.340637;96.97657;1396.054932;108.586411;161.516693;1442.757446;124.739052;115.909439;1295.169189;-37.211273
306.346313;857.9091189999999;1714.6616210000002;166.16983000000002;867.7373050000001;1716.31604;299.632446;1021.83905;1694.826904;169.702576;1007.071228;1698.759277;242.598068;1070.541992;1558.850586;239.674408;1134.688477;1202.786133;227.785751;938.806702;1462.680054;245.564926;893.3745119999999;1265.920532;84.591698;1119.112305;1425.741455;423.157745;976.265808;1531.987671;498.138702;985.11499;1302.497314;550.35199;1050.716553;1175.053101;544.130371;999.1875;1009.61731;509.226257;958.752808;937.422363;596.345642;1039.261108;933.337219;540.760315;956.928345;816.428284;63.217884;963.369995;1524.679565;-39.638256;1031.79541;1294.198975;-65.73782299999999;1045.795044;1184.878784;-69.787186;968.492432;1089.669556;-5.786002;876.875183;971.474426;-106.649239;934.953491;953.599304;-59.68164399999999;829.004333;851.236633;380.082672;964.73407;964.297546;77.181236;949.096985;988.037842;287.515717;1149.101929;1045.29541;181.603577;1145.585327;1038.925781;414.8013;905.062256;630.9528809999999;379.090851;884.3779300000001;479.074066;368.987396;916.040405;217.916443;335.185394;895.205566;3.886521;276.30838;935.75293;-14.794211;313.605194;708.600403;-32.88485;9.286684;1012.987122;758.383484;26.30621;1077.08313;451.183746;42.064209000000005;1202.14917;344.775665;98.109283;1393.193848;119.229309;162.439392;1439.217407;139.32257099999998;117.41371200000002;1301.764404;-33.664192
308.683624;856.559875;1716.182007;168.405823;866.794861;1717.282104;301.618317;1020.735168;1696.352051;171.727829;1006.00769;1700.0678710000002;244.804169;1069.755005;1560.078491;241.692886;1134.595337;1204.43103;229.807068;938.709595;1464.320923;246.903152;892.7610470000001;1267.060181;86.710884;1118.68103;1427.333618;424.93515;974.656433;1533.359985;500.27679400000005;981.923279;1304.00647;552.866882;1046.3557130000002;1176.064453;545.800354;988.890991;1013.141724;511.264557;952.055664;939.651855;598.7650150000001;1032.095825;934.245422;542.635864;948.815613;818.3886110000001;65.216858;962.995483;1525.984863;-37.520576;1032.849487;1296.075073;-63.442215;1047.476074;1186.844971;-68.31472;971.512817;1090.328979;-5.229147;881.5496220000001;969.663086;-106.005638;940.611267;953.437439;-59.490082;836.5778809999999;848.741577;382.138733;965.150757;966.212341;79.435204;948.915833;989.342712;288.862579;1149.179199;1046.742432;182.853119;1145.486572;1040.150269;416.460968;908.818787;631.227234;380.439178;890.4953;478.64886500000006;369.527161;924.453491;218.483932;335.379913;905.615906;3.942636;275.912659;945.875;-15.945308;313.882813;718.651184;-34.207573;10.195887;1007.13147;758.6887820000001;25.147316;1064.810059;450.07931500000007;41.226749;1192.051147;348.455597;97.820091;1389.923706;129.262848;163.381027;1433.887573;152.66626000000002;116.903214;1306.335693;-28.795332
